Year	iYear	iGDP	iKstkPWT	iKstkO+WnoRD	iKstkO+WwithRD	iKstkS+L	iKservONS2011	iKservONS2015	iKservO+WnoRD	iKservO+WwithRD	iKservS+L	iL	ihLPWT	ihLest	iEpMP	iEfMP	iEuMP	iXpMP	iXfMP	iUMP	iEpIEA	iEfIEA	iXp	iXf	iU	Country	Source
1960	0	1	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	1	1	1	NA	1	UK	REXS1960
1961	1	1.021542352	1.040630358	1.0457	1.0457	NA	1.04	1.139338548	1.0451	1.0451	NA	0.995263156	1.005923153	1.007399141	NA	NA	NA	NA	NA	NA	0.998961729	0.989038439	1.020382925	NA	1.074100124	UK	REXS1960
1962	2	1.039522469	1.068350176	1.08867827	1.08867827	NA	1.076	1.255528443	1.09286107	1.09286107	NA	0.99436246	1.015777194	1.018760314	NA	NA	NA	NA	NA	NA	1.034514655	1.028657437	1.07318993	NA	1.139504535	UK	REXS1960
1963	3	1.079727894	1.102264708	1.130483516	1.130483516	NA	1.112	1.329647705	1.135045507	1.135045507	NA	1.000264508	1.032750664	1.037303412	NA	NA	NA	NA	NA	NA	1.079235832	1.066318361	1.108923714	NA	1.221145057	UK	REXS1960
1964	4	1.140344244	1.153709949	1.183616241	1.183616241	NA	1.156	1.4182553	1.176474668	1.176474668	NA	1.012971827	1.057072668	1.063290572	NA	NA	NA	NA	NA	NA	1.091613285	1.070261961	1.149216638	NA	1.298118562	UK	REXS1960
1965	5	1.166863829	1.202672302	1.240193097	1.240193097	NA	1.2	1.538247021	1.230827798	1.230827798	NA	1.009041964	1.064249862	1.07208068	NA	NA	NA	NA	NA	NA	1.138618659	1.100182083	1.183156557	NA	1.348746802	UK	REXS1960
1966	6	1.189594973	1.249121548	1.296993941	1.296993941	NA	1.244	1.664121223	1.287938208	1.287938208	NA	1.000287903	1.064862394	1.072484427	NA	NA	NA	NA	NA	NA	1.137133616	1.084746228	1.203847055	NA	1.376661023	UK	REXS1960
1967	7	1.216114558	1.300414999	1.36132484	1.36132484	NA	1.296	1.785670712	1.343577138	1.343577138	NA	0.977417415	1.050225752	1.057532657	NA	NA	NA	NA	NA	NA	1.156678287	1.111985433	1.208631361	NA	1.402880012	UK	REXS1960
1968	8	1.303250494	1.357359237	1.430616275	1.430616275	NA	1.352	1.917874028	1.410084207	1.410084207	NA	0.967317164	1.049072703	1.056161533	NA	NA	NA	NA	NA	NA	1.183371298	1.160589619	1.222901305	NA	1.493958909	UK	REXS1960
1969	9	1.291884972	1.411121167	1.497139932	1.497139932	NA	1.408	2.058792131	1.484536653	1.484536653	NA	0.966301857	1.05775149	1.064687127	NA	NA	NA	NA	NA	NA	1.240973332	1.198021795	1.260465972	NA	1.549012169	UK	REXS1960
1970	10	1.318404557	1.459171874	1.567655222	1.567655222	NA	1.468	2.174208588	1.555052144	1.555052144	NA	0.943701948	1.042652946	1.049280903	NA	NA	NA	NA	NA	NA	1.290703382	1.234200437	1.313032333	NA	1.612712361	UK	REXS1960
1971	11	1.344832472	1.509388178	1.640080894	1.640080894	NA	1.52	2.31430968	1.630472173	1.630472173	NA	0.915437552	1.017615252	1.024869044	NA	NA	NA	NA	NA	NA	1.313104872	1.23002809	1.34054111	NA	1.646319522	UK	REXS1960
1972	12	1.393601087	1.556801503	1.706340162	1.706340162	NA	1.58	2.429181464	1.714767584	1.714767584	NA	0.90576028	1.013020102	1.01947458	NA	NA	NA	NA	NA	NA	1.322745063	1.243075825	1.355962744	NA	1.682233831	UK	REXS1960
1973	13	1.49552244	1.608802377	1.780224691	1.780224691	NA	1.652	2.635340639	1.792446556	1.792446556	NA	0.930315693	1.046851468	1.051965881	NA	NA	NA	NA	NA	NA	1.372223411	1.310501322	1.412635202	NA	1.77549191	UK	REXS1960
1974	14	1.470402181	1.655011179	1.847873229	1.847873229	NA	1.712	2.940859278	1.890493382	1.890493382	NA	0.913555627	1.034283631	1.037801949	NA	NA	NA	NA	NA	NA	1.321499138	1.264385906	1.353979772	NA	1.714816962	UK	REXS1960
1975	15	1.460449466	1.697406995	1.907559534	1.907559534	NA	1.748	3.093259112	1.988988088	1.988988088	NA	0.891395415	1.015371523	1.017321125	NA	NA	NA	NA	NA	NA	1.2545212	1.218892681	1.297915759	NA	1.653336095	UK	REXS1960
1976	16	1.50141005	1.738833631	1.966121612	1.966121612	NA	1.784	3.148935707	2.071332194	2.071332194	NA	0.881049876	1.007126703	1.007704472	NA	NA	NA	NA	NA	NA	1.279383078	1.235005627	1.307816975	NA	1.75538658	UK	REXS1960
1977	17	1.536893639	1.778775576	2.020189956	2.020189956	NA	1.828	3.234264363	2.142378889	2.142378889	NA	0.879420001	1.008808986	1.008031388	NA	NA	NA	NA	NA	NA	1.30669276	1.26241868	1.328941491	NA	1.83425046	UK	REXS1960
1978	18	1.589199874	1.822075935	2.076957294	2.076957294	NA	1.876	3.362774788	2.208364158	2.208364158	NA	0.880007213	1.013042905	1.010901807	NA	NA	NA	NA	NA	NA	1.299708026	1.259417518	1.344419276	NA	1.860625975	UK	REXS1960
1979	19	1.632851576	1.864543394	2.135735186	2.135735186	NA	1.932	3.522342535	2.286098577	2.286098577	NA	0.876598095	1.012677436	1.009179195	NA	NA	NA	NA	NA	NA	1.365836469	1.316101051	1.385394072	NA	1.988031218	UK	REXS1960
1980	20	1.59727007	1.898153543	2.183575654	2.183575654	NA	1.972	3.750364932	2.379828618	2.379600009	NA	0.862766007	1.000213384	0.995418739	NA	NA	NA	NA	NA	NA	1.248643955	1.201196805	1.263993755	NA	1.778231989	UK	REXS1960
1981	21	1.576130869	1.9195996	2.218731222	2.218512864	NA	1.992	3.952667814	2.445749871	2.445276969	NA	0.819942608	0.954409558	0.949491258	NA	NA	NA	NA	NA	NA	1.210989315	1.181186008	1.19124144	NA	1.67292719	UK	REXS1960
1982	22	1.609120373	1.945367448	2.259555876	2.269094957	NA	2.02	4.053868276	2.484881869	2.484156873	NA	0.800692481	0.935769218	0.930610601	NA	NA	NA	NA	NA	NA	1.204187065	1.172941962	1.194607732	NA	1.633552326	UK	REXS1960
1983	23	1.66744047	1.975478299	2.302939349	2.320376503	NA	2.06	4.148358352	2.535573459	2.554955344	NA	0.793059169	0.930594065	0.925129576	NA	NA	NA	NA	NA	NA	1.197523251	1.167323933	1.152702841	NA	1.655956387	UK	REXS1960
1984	24	1.711976553	2.015226328	2.349689018	2.374209238	NA	2.108	4.303263688	2.58805983	2.625216615	NA	0.804635709	0.947994218	0.942086989	NA	NA	NA	NA	NA	NA	1.19530198	1.167461182	1.297804165	NA	1.891814685	UK	REXS1960
1985	25	1.773597119	2.057182481	2.410310994	2.44139936	NA	2.156	4.518693218	2.646808788	2.701872941	NA	0.817389482	0.96691237	0.960540081	NA	NA	NA	NA	NA	NA	1.263450333	1.218727983	1.24402902	NA	1.815311982	UK	REXS1960
1986	26	1.844759686	2.100089404	2.473702174	2.511955801	NA	2.204	4.758524151	2.749240288	2.821025537	NA	0.816318956	0.969079108	0.964777171	NA	NA	NA	NA	NA	NA	1.283391435	1.254842576	1.245530731	NA	1.836502778	UK	REXS1960
1987	27	1.928919114	2.149679533	2.550634311	2.595101538	NA	2.276	5.017037408	2.858934976	2.947689584	NA	0.829202672	0.986808712	0.985617758	NA	NA	NA	NA	NA	NA	1.293440642	1.267725613	1.246111267	NA	1.933913387	UK	REXS1960
1988	28	2.025984287	2.216417142	2.64424259	2.694234417	NA	2.368	5.355312752	2.983012754	3.085936225	NA	0.862795466	1.029242746	1.031421954	NA	NA	NA	NA	NA	NA	1.305107036	1.288843546	1.301601502	NA	1.989550454	UK	REXS1960
1989	29	2.072206039	2.289797734	2.755829628	2.810894767	NA	2.484	5.842959542	3.140515827	3.256897092	NA	0.882881028	1.055722652	1.061478963	NA	NA	NA	NA	NA	NA	1.302388653	1.274139682	1.29990259	NA	1.963717446	UK	REXS1960
1990	30	2.088354039	2.354060859	2.866889562	2.927265811	NA	2.584	6.298132857	3.327376519	3.456870574	NA	0.881880699	1.057049097	1.066349911	NA	NA	NA	NA	NA	NA	1.295762595	1.260790001	1.310162941	NA	2.015554415	UK	REXS1960
1991	31	2.059274984	2.401608764	2.972391098	3.035867372	NA	2.672	6.602714656	3.492081656	3.633862347	NA	0.848283926	1.020812835	1.030479401	NA	NA	NA	NA	NA	NA	1.34006217	1.312715594	1.33333524	NA	1.985608705	UK	REXS1960
1992	32	2.062294508	2.453091628	3.054131853	3.120264485	NA	2.716	6.794385499	3.638749086	3.787574724	NA	0.818515816	0.988898091	0.998926031	NA	NA	NA	NA	NA	NA	1.33535534	1.294818421	1.352694424	NA	2.096141361	UK	REXS1960
1993	33	2.10812395	2.499973734	3.133539281	3.202639468	NA	2.804	6.979770801	3.755189057	3.909913388	NA	0.810077778	0.982586312	0.993210155	NA	NA	NA	NA	NA	NA	1.348255075	1.314527271	1.379095486	NA	2.122751359	UK	REXS1960
1994	34	2.19835533	2.552358939	3.217518134	3.288790469	NA	2.892	7.162378265	3.875355106	4.036985573	NA	0.823165405	1.002422188	1.013934079	NA	NA	NA	NA	NA	NA	1.357857511	1.318727068	1.341650604	NA	2.240034502	UK	REXS1960
1995	35	2.26524551	2.609778362	3.312113167	3.384494272	NA	3.02	7.361304168	4.010605	4.177068973	NA	0.833953284	1.019588266	1.031982867	NA	NA	NA	NA	NA	NA	1.360852767	1.314545571	1.335943142	NA	2.199436711	UK	REXS1960
1996	36	2.330467738	2.672838166	3.41611352	3.489752044	NA	3.144	7.585448485	4.175841926	4.344987145	NA	0.841323267	1.033058599	1.047921469	NA	NA	NA	NA	NA	NA	1.419442731	1.381083529	1.412431852	NA	2.331468581	UK	REXS1960
1997	37	2.40754027	2.745852539	3.534652659	3.609101564	NA	3.292	7.833264341	4.360414139	4.53269059	NA	0.856099721	1.055760312	1.073310229	NA	NA	NA	NA	NA	NA	1.379661209	1.34783285	1.387088076	NA	2.248450967	UK	REXS1960
1998	38	2.492157186	2.840373404	3.685228863	3.76104474	NA	3.536	8.102442319	4.566225686	4.73983455	NA	0.861623577	1.067179518	1.087310449	NA	NA	NA	NA	NA	NA	1.393693603	1.354320118	1.37298502	NA	2.24048983	UK	REXS1960
1999	39	2.571077055	2.934702754	3.83816586	3.916375887	NA	3.76	8.382197869	4.847048566	5.021380722	NA	0.866908405	1.078380499	1.101144402	NA	NA	NA	NA	NA	NA	1.397198555	1.377011831	1.408324503	NA	2.247011392	UK	REXS1960
2000	40	2.679974083	3.024202209	3.992076312	4.07185601	NA	4	8.6479444	5.114605647	5.292535281	NA	0.870998933	1.088166612	1.113586028	NA	NA	NA	NA	NA	NA	1.402836683	1.37708503	1.399757711	NA	2.28323614	UK	REXS1960
2001	41	2.757301374	3.108266606	4.150561741	4.233101508	NA	4.244	8.881391751	5.393863115	5.573039651	NA	0.87957289	1.104162953	1.1427403	NA	NA	NA	NA	NA	NA	1.408084673	1.378091517	NA	NA	NA	UK	REXS1960
2002	42	2.824384269	3.197083652	4.317414323	4.402425568	NA	4.484	9.111865182	5.666253202	5.850019722	NA	0.87673512	1.105893469	1.157480465	NA	NA	NA	NA	NA	NA	1.374620874	1.34859229	NA	NA	NA	UK	REXS1960
2003	43	2.932131598	3.28441981	4.474999946	4.560472646	NA	4.736	9.347828929	5.95466549	6.141935706	NA	0.875809254	1.110038365	1.174963441	NA	NA	NA	NA	NA	NA	1.398513699	1.365290829	NA	NA	NA	UK	REXS1960
2004	44	3.01740165	3.379305894	4.639232444	4.724649662	NA	4.872	9.581374322	6.256567031	6.442276362	NA	0.882270615	1.123605393	1.202779997	NA	NA	NA	NA	NA	NA	1.396367938	1.371915345	NA	NA	NA	UK	REXS1960
